object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF21aaxxdkp,2,2021-04-25T05:12:53.000Z,2021-05-01T04:19:24.000Z,2,TOM,2021-05-01T15:26:12.179Z,2021-05-01T16:37:36.459Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxxdkp
ZTF21aaxsmab,2,2021-04-25T05:18:23.999Z,2021-05-01T05:50:41.000Z,2,TOM,2021-05-01T15:28:12.278Z,2021-05-01T16:37:33.638Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxsmab
ZTF21aaxsopx,2,2021-04-25T06:22:43.996Z,2021-05-01T06:49:59.998Z,2,TOM,2021-05-01T15:26:50.496Z,2021-05-01T16:37:30.668Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxsopx
ZTF21aaxyiqc,2,2021-04-25T06:46:54.998Z,2021-05-01T06:40:48.999Z,2,TOM,2021-05-01T15:24:56.234Z,2021-05-01T16:37:27.133Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxyiqc
ZTF21aaxtsin,2,2021-04-25T08:09:49.996Z,2021-05-01T06:52:44.996Z,2,TOM,2021-05-01T15:27:53.777Z,2021-05-01T16:37:22.606Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxtsin
ZTF21aaxskmg,2,2021-04-30T04:13:18.001Z,2021-04-30T06:13:15.000Z,6,TOM,2021-04-30T13:51:38.328Z,2021-05-01T16:37:18.997Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxskmg
ZTF21aaxskom,2,2021-04-30T04:16:04.995Z,2021-04-30T04:19:26.999Z,7,TOM,2021-04-30T12:31:02.748Z,2021-05-01T16:37:16.030Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxskom
ZTF21aaxsouk,2,2021-04-30T04:31:42.003Z,2021-05-01T04:33:11.998Z,3,TOM,2021-04-30T15:19:34.285Z,2021-05-01T16:37:10.891Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxsouk
ZTF21aaxsrlr,2,2021-04-30T04:34:24.997Z,2021-04-30T05:04:02.997Z,7,TOM,2021-04-30T12:32:41.905Z,2021-05-01T16:37:07.951Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxsrlr
ZTF21aaxtlbj,2,2021-04-30T05:32:50.997Z,2021-04-30T06:35:06.000Z,4,TOM,2021-04-30T13:51:22.867Z,2021-05-01T16:35:47.170Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxtlbj
ZTF21aaxxbrl,1,2021-05-01T04:13:10.001Z,2021-05-01T04:13:10.001Z,1,TOM,2021-05-01T15:41:09.246Z,2021-05-01T15:41:09.246Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxxbrl
ZTF21aaxtict,1,2021-05-01T06:53:24.999Z,2021-05-01T06:53:24.999Z,3,TOM,2021-05-01T11:31:45.848Z,2021-05-01T15:39:52.791Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxtict
ZTF21aaxyecj,1,2021-05-01T06:20:01.003Z,2021-05-01T06:20:01.003Z,3,TOM,2021-05-01T11:31:40.684Z,2021-05-01T15:39:02.080Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxyecj
ZTF21aaxstsv,1,2021-05-01T07:34:54.001Z,2021-05-01T07:34:54.001Z,2,TOM,2021-05-01T15:12:49.844Z,2021-05-01T15:38:34.933Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxstsv
ZTF21aaxxmvs,1,2021-05-01T04:51:49.003Z,2021-05-01T04:51:49.003Z,2,TOM,2021-05-01T15:16:09.383Z,2021-05-01T15:38:18.343Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxxmvs
ZTF21aaxxdxh,1,2021-05-01T04:23:32.003Z,2021-05-01T04:23:32.003Z,2,TOM,2021-05-01T15:16:27.324Z,2021-05-01T15:36:54.459Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxxdxh
ZTF21aaxyjnp,1,2021-05-01T06:49:59.998Z,2021-05-01T06:49:59.998Z,2,TOM,2021-05-01T15:13:44.404Z,2021-05-01T15:36:17.770Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxyjnp
ZTF21aaxwyye,1,2021-05-01T04:03:44.003Z,2021-05-01T04:03:44.003Z,2,TOM,2021-05-01T11:31:11.303Z,2021-05-01T15:35:42.796Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxwyye
ZTF21aaxyglu,1,2021-05-01T06:32:45.997Z,2021-05-01T06:32:45.997Z,3,TOM,2021-05-01T14:32:31.848Z,2021-05-01T15:35:20.696Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxyglu
ZTF21aaxtgee,1,2021-05-01T06:59:29.996Z,2021-05-01T06:59:29.996Z,2,TOM,2021-05-01T15:12:53.014Z,2021-05-01T15:34:49.441Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxtgee
ZTF21aaxydav,1,2021-05-01T06:11:04.001Z,2021-05-01T06:11:04.001Z,3,TOM,2021-05-01T11:30:41.621Z,2021-05-01T15:34:33.103Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxydav
ZTF21aaxsoeh,1,2021-05-01T06:47:16.995Z,2021-05-01T06:47:16.995Z,2,TOM,2021-05-01T15:15:26.502Z,2021-05-01T15:34:17.690Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxsoeh
ZTF21aaxxeyr,1,2021-05-01T04:28:59.001Z,2021-05-01T04:28:59.001Z,3,TOM,2021-05-01T11:30:23.707Z,2021-05-01T15:33:08.106Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aaxxeyr
