object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF19aaglfwg,4,2021-04-03T06:35:53.001Z,2021-04-09T05:33:52.997Z,3,TOM,2021-04-05T14:41:01.273Z,2021-04-09T18:50:03.411Z,SN Hunter,https://alerce.online/object/ZTF19aaglfwg
ZTF21aatsafx,2,2021-04-06T11:50:46.003Z,2021-04-09T10:38:41.000Z,1,TOM,2021-04-09T18:36:14.822Z,2021-04-09T18:36:14.822Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aatsafx
ZTF19aatesac,1,2021-04-09T06:13:35.996Z,2021-04-09T06:13:35.996Z,1,TOM,2021-04-09T18:30:23.489Z,2021-04-09T18:30:23.489Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF19aatesac
ZTF19aagthvg,4,2021-04-03T07:08:01.000Z,2021-04-09T06:08:07.995Z,1,TOM,2021-04-09T18:28:00.455Z,2021-04-09T18:28:00.455Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF19aagthvg
ZTF21aatkdcw,4,2021-04-03T07:42:30.997Z,2021-04-09T08:08:16.995Z,1,TOM,2021-04-09T18:20:16.078Z,2021-04-09T18:20:16.078Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aatkdcw
ZTF21aatrasv,6,2021-04-03T07:46:36.001Z,2021-04-09T08:27:22.996Z,1,TOM,2021-04-09T18:12:07.417Z,2021-04-09T18:12:07.417Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aatrasv
ZTF21aatqqgk,2,2021-04-07T08:33:02.998Z,2021-04-09T08:03:31.996Z,2,TOM,2021-04-09T16:28:53.530Z,2021-04-09T16:49:30.651Z,SN Hunter 0.1.0,https://alerce.online/object/ZTF21aatqqgk
ZTF21aatnvxu,2,2021-04-05T04:05:32.003Z,2021-04-09T04:57:54.000Z,2,TOM,2021-04-09T16:28:45.798Z,2021-04-09T16:48:30.407Z,SN Hunter 0.1.0,https://alerce.online/object/ZTF21aatnvxu
ZTF21aatjppq,2,2021-04-08T05:44:09.997Z,2021-04-08T06:54:13.003Z,2,TOM,2021-04-08T16:00:31.421Z,2021-04-09T16:47:41.130Z,SN Hunter 0.1.0,https://alerce.online/object/ZTF21aatjppq
ZTF18aafjtcx,2,2021-04-04T03:46:19.004Z,2021-04-08T04:27:32.999Z,1,TOM,2021-04-09T16:47:03.991Z,2021-04-09T16:47:03.991Z,SN Hunter 0.1.0,https://alerce.online/object/ZTF18aafjtcx
ZTF21aatnxwt,2,2021-04-05T04:35:33.996Z,2021-04-09T05:03:32.999Z,2,TOM,2021-04-09T16:28:24.418Z,2021-04-09T16:46:05.391Z,SN Hunter 0.1.0,https://alerce.online/object/ZTF21aatnxwt
