oid,host_id,z
ZTF19acfuyqs,WISEA J165745.95-014627.9,
ZTF19acfuzjj,WISEA J162157.16+215331.3,0.100027
ZTF19acfuzwh,NGC 6104,0.028116
ZTF19acfvadz,SDSS J153652.92+372207.8,0.175
ZTF19acfvcnp,WISEA J174905.25+214707.8,
ZTF19acfvjeu,WISEA J153956.89+363942.6,0.074815
ZTF19acfvkrq,SDSS J162906.70+340501.9,0.209
ZTF19acfvlyj,LEDA 1918510,0.0279
ZTF19acfvqie,SDSS J005210.68+412727.9,0.114
ZTF19acfvqmd,SDSS J011236.61+330620.7,0.195
ZTF19acfwfij,WISEA J234630.87+325622.8,0.122632
ZTF19acfwivd,SDSS J002408.85+225058.6,0.155
ZTF19acfwlhy,WISEA J010900.06+364102.3,
ZTF19aacojum,SDSS J020632.03+212819.2,0.108
ZTF18aauezah,WISEA J180612.70+535346.4,
ZTF19acfwutz,WISEA J222741.82-163806.2,
ZTF19acfwwlu,SDSS J225313.55-062827.7,0.066
ZTF19acfxbki,WISEA J013936.31-002647.2,0.057912
ZTF19acgaxei,SDSS J023013.82-041701.0,0.027
ZTF19acgaxej,SDSS J022746.77-034809.9,0.111
ZTF19acgazyb,WISEA J023408.55+333520.6,
ZTF19acgcfks,WHL J030704.3+000050,0.1095
ZTF19acgcdlq,SDSS J022947.18-175530.6,0.105
ZTF19acgcqza,WISEA J040120.12+303714.8,
ZTF19acgdexr,WISEA J092558.71+740334.2,
ZTF19acgdfjt,WISEA J072823.43+531357.8,0.040795
