oid,host_id,z
ZTF18aaizesz,WISEA J143834.33+500512.2,0.068077
ZTF18abolsfz,WISEA J004856.74-012702.9,0.053636
ZTF19actgcmq,WISEA J181517.05+655024.0,
ZTF19actgldv,WISEA J181243.12+693024.6,
ZTF19acthhzn,SDSS J014926.00-154540.1,0.109
ZTF19acthshd,WISEA J011630.37+000542.2,0.105744
ZTF19acthtdb,SDSS J004003.85+111146.4,0.129
ZTF19acthvrf,WISEA J193631.81+841435.4,
ZTF19actjohz,WISEA J044614.85+044425.3,
ZTF19actldas,MCG +08-12-022,
ZTF19actlfcn,WISEA J063939.62+223058.4,
ZTF19actnpnc,WISEA J065801.65+245529.4,
ZTF19actnrlh,WISEA J075416.14+770952.6,
ZTF19actnwlw,SDSS J092842.40+504711.5,0.140
ZTF19actnwtn,KUG 0926+446,0.025548
ZTF19actnyae,WISEA J112624.81+223706.9,0.031469
ZTF19actnybi,SDSS J122005.17+274405.8,0.076
ZTF19actnymc,WISEA J123921.59+543222.9,
ZTF19actnymv,WISEA J141256.86+524436.9,0.082004
