oid,host_id,z
ZTF20acfmxbj,SDSS J101352.33+335457.7,0.025
ZTF20acjabcp,KUG 2355+117,0.0631
ZTF20acjeflr,WISEA J034638.04+431348.3,
ZTF20acjbsnv,SDSS J012205.58+132109.9,0.359
ZTF20aciylms,WISEA J221942.08-141504.9,
ZTF20acggjnu,2MASX J09290697+1028227,0.051027
ZTF20acjfkbb,LEDA  876835,
ZTF20acjhoew,WISEA J034836.93+751401.9,
ZTF20acjeuaj,WISEA J042344.39-211527.2,
ZTF20aceogrp,WISEA J093733.25+101523.7,0.049574
ZTF20acizliy,SDSS J231337.27+040857.4,0.065
ZTF20acjbvnb,SDSS J013617.52-000557.7,0.110
ZTF20acizlhn,WISEA J233412.89+072048.3,0.06274
ZTF20acfxpec,SDSS J093927.18+143346.0,0.100
ZTF20acjbjbf,SDSS J020300.98+320405.9,0.119
ZTF20aciwrpn,GALEXASC J215243.76+333922.9,
ZTF20acjblcq,WISEA J021456.73+514211.3,
ZTF20acizlix,SDSS J231303.81+040740.6,0.035
ZTF20acjgxrn,WISEA J033501.74+103625.8,
ZTF20acjbhhp,AGC 113969,0.0505
ZTF20acjbpny,WISEA J020305.66+433935.0,
ZTF20acisuyy,WISEA J091837.81+795355.3,
ZTF20aciuapp,WISEA J081647.21-091938.7,
ZTF20aciptzy,WISEA J220116.11-092231.9,0.136523
ZTF20acjcvzc,SDSS J005230.97+221415.6,0.112
ZTF20acjfimy,SDSS J030648.14+264932.6,0.073
ZTF20acifzof,SDSS J211324.53+174026.6,0.010
ZTF18abwipml,WISEA J221921.84+353214.0,
ZTF20acjdrll,WISEA J022826.89+314424.4,
ZTF20acjhqiq,SDSS J025516.28+452558.3,0.158
ZTF20acipfkb,SDSS J011652.37+441115.9,0.135
ZTF20acjgrxy,SDSS J034609.80+390815.9,0.060
ZTF20acizaot,SDSS J235611.48+111952.6,0.128
ZTF20acjaffn,SDSS J010006.32+314519.5,0.074
ZTF20acjgqkk,WISEA J035749.65+233716.1,
ZTF20acimlvt,2MASX J04161547-0802476,0.061006
ZTF20aciqvvd,SDSS J015939.85-065910.6,0.107
ZTF20acixykq,SDSS J233034.14+182607.3,0.122
ZTF20acizbuw,WISEA J001525.17+135209.7,0.08305
ZTF20acisczh,WISEA J045716.78-071156.7,
ZTF20acjcqlb,WISEA J010620.66-131247.3,
ZTF20aciwhcb,WISEA J214151.65-133813.6,
ZTF20aciqtvg,SDSS J011631.32+032429.0,0.084
ZTF20aciwupq,WISEA J212035.43-261949.6,0.033853
ZTF20acjaynj,SDSS J024047.65+021345.2,0.090
ZTF20acikujk,SDSS J023151.08+072712.8,0.101
ZTF20aciyxij,WISEA J000328.84-144616.6,
ZTF20acjevit,WISEA J043839.17-193158.7,
ZTF20acixncy,WISEA J215728.86-130321.1,
ZTF20acjcgbs,SDSS J005945.13+145410.3,0.247
ZTF20achrhvp,WISEA J003410.59-112831.5,
