object,nobs,first_detection,last_detection,count,report_type,first_date,last_date,source,alerce_link
ZTF21abetnbs,2,2021-06-07T07:35:14.003Z,2021-06-07T08:09:15.998Z,4,TOM,2021-06-07T09:43:30.469Z,2021-06-12T16:16:02.067Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abetnbs
ZTF21abetkgf,2,2021-06-07T07:27:39.997Z,2021-06-07T07:29:42.996Z,4,TOM,2021-06-07T09:43:18.934Z,2021-06-12T16:15:58.083Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abetkgf
ZTF21abfmmfi,2,2021-06-09T05:21:50.002Z,2021-06-11T05:12:47.998Z,3,TOM,2021-06-11T16:10:38.562Z,2021-06-12T16:15:54.764Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfmmfi
ZTF21abfqvjb,2,2021-06-11T09:33:00.996Z,2021-06-11T10:27:57.000Z,3,TOM,2021-06-11T15:45:16.700Z,2021-06-12T16:15:48.600Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfqvjb
ZTF21abfxnlv,2,2021-06-10T10:28:29.997Z,2021-06-12T10:28:25.003Z,3,TOM,2021-06-12T15:39:25.240Z,2021-06-12T16:15:44.674Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfxnlv
ZTF21abflcxq,2,2021-06-08T10:24:42.998Z,2021-06-10T09:28:53.996Z,3,TOM,2021-06-10T14:31:19.309Z,2021-06-12T16:15:37.531Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abflcxq
ZTF21abfjaxa,2,2021-06-10T05:09:14.996Z,2021-06-12T05:24:13.003Z,5,TOM,2021-06-10T10:30:39.130Z,2021-06-12T16:15:33.313Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfjaxa
ZTF20abxtqzq,2,2021-06-10T09:54:28.002Z,2021-06-10T10:21:04.000Z,4,TOM,2021-06-10T13:51:44.036Z,2021-06-12T16:15:18.749Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF20abxtqzq
ZTF21abfjakj,2,2021-06-06T04:37:48.002Z,2021-06-10T05:06:32.996Z,3,TOM,2021-06-10T14:30:31.350Z,2021-06-12T16:15:15.575Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfjakj
ZTF21abfpfgx,2,2021-06-11T07:13:39.999Z,2021-06-11T08:21:26.000Z,4,TOM,2021-06-11T10:30:47.262Z,2021-06-12T16:15:03.496Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfpfgx
ZTF18aasuxpf,2,2021-06-10T06:39:57.003Z,2021-06-12T07:27:09.999Z,3,TOM,2021-06-12T15:37:54.842Z,2021-06-12T16:15:00.665Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF18aasuxpf
ZTF21abfmivl,2,2021-06-11T05:04:01.001Z,2021-06-11T06:03:57.003Z,6,TOM,2021-06-11T08:24:05.920Z,2021-06-12T16:14:57.150Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfmivl
ZTF21abfmtzt,2,2021-06-10T06:16:43.000Z,2021-06-12T07:10:51.000Z,3,TOM,2021-06-12T15:37:27.348Z,2021-06-12T16:14:53.873Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfmtzt
ZTF21abfvuug,2,2021-06-08T10:23:21.998Z,2021-06-12T08:43:46.004Z,3,TOM,2021-06-12T15:37:04.907Z,2021-06-12T16:14:50.896Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfvuug
ZTF21abewphr,2,2021-06-08T04:28:14.998Z,2021-06-08T05:25:46.997Z,3,TOM,2021-06-09T14:52:33.689Z,2021-06-12T16:14:45.298Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abewphr
ZTF21abfrqau,2,2021-06-10T04:30:01.995Z,2021-06-12T04:28:48.996Z,3,TOM,2021-06-12T15:36:37.057Z,2021-06-12T16:14:33.864Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfrqau
ZTF21abfqktj,2,2021-06-09T09:39:14.996Z,2021-06-11T09:59:32.000Z,3,TOM,2021-06-11T16:08:54.103Z,2021-06-12T16:14:28.608Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfqktj
ZTF21abfxrgk,2,2021-06-10T10:29:57.001Z,2021-06-12T10:34:36.998Z,3,TOM,2021-06-12T15:36:14.028Z,2021-06-12T16:14:25.624Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfxrgk
ZTF21abcuviw,2,2021-06-10T09:54:28.002Z,2021-06-12T10:19:38.999Z,3,TOM,2021-06-12T15:35:55.907Z,2021-06-12T16:14:20.886Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abcuviw
ZTF21abfpypf,2,2021-06-09T09:23:56.002Z,2021-06-11T09:07:45.998Z,3,TOM,2021-06-11T16:08:31.284Z,2021-06-12T16:14:17.372Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfpypf
ZTF21abfvtfp,2,2021-06-10T10:07:34.000Z,2021-06-12T08:38:10.003Z,3,TOM,2021-06-12T15:35:13.056Z,2021-06-12T16:14:10.626Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfvtfp
ZTF21abfdtdu,2,2021-06-06T08:46:51.003Z,2021-06-12T08:04:10.997Z,3,TOM,2021-06-12T15:34:56.134Z,2021-06-12T16:14:02.141Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfdtdu
ZTF21abftnda,2,2021-06-10T06:41:25.002Z,2021-06-12T06:10:18.001Z,3,TOM,2021-06-12T15:34:32.002Z,2021-06-12T16:13:58.837Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abftnda
ZTF21abfodha,2,2021-06-11T07:17:46.999Z,2021-06-11T08:18:02.001Z,4,TOM,2021-06-11T10:30:34.450Z,2021-06-12T16:13:53.967Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfodha
ZTF21abfoytp,2,2021-06-11T07:08:28.000Z,2021-06-11T08:05:42.002Z,5,TOM,2021-06-11T10:30:14.125Z,2021-06-12T16:13:50.585Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfoytp
ZTF21abfmbix,2,2021-06-11T05:14:49.001Z,2021-06-11T06:05:57.998Z,5,TOM,2021-06-11T10:21:45.254Z,2021-06-12T16:13:10.650Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfmbix
ZTF21abfqupy,2,2021-06-06T10:58:19.997Z,2021-06-11T10:31:21.000Z,3,TOM,2021-06-11T16:07:11.956Z,2021-06-12T16:13:06.689Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfqupy
ZTF21abfwyml,2,2021-06-10T10:29:11.002Z,2021-06-12T10:01:56.997Z,3,TOM,2021-06-12T15:33:49.728Z,2021-06-12T16:13:03.460Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfwyml
ZTF21abfoywd,2,2021-06-11T07:08:28.000Z,2021-06-11T08:05:42.002Z,3,TOM,2021-06-11T15:42:41.510Z,2021-06-12T16:12:59.994Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfoywd
ZTF21abfxqxc,2,2021-06-10T10:29:57.001Z,2021-06-12T10:34:36.998Z,3,TOM,2021-06-12T15:33:28.756Z,2021-06-12T16:12:56.347Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfxqxc
ZTF21abfqiav,2,2021-06-11T09:36:24.001Z,2021-06-11T10:23:52.998Z,3,TOM,2021-06-11T15:42:12.898Z,2021-06-12T16:12:53.074Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfqiav
ZTF21abfnkvs,2,2021-06-11T07:09:08.003Z,2021-06-11T08:06:21.997Z,3,TOM,2021-06-11T15:41:56.456Z,2021-06-12T16:12:47.528Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfnkvs
ZTF18aaweuwp,2,2021-06-10T05:58:51.000Z,2021-06-10T06:37:15.003Z,5,TOM,2021-06-10T10:23:13.740Z,2021-06-12T16:12:41.197Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF18aaweuwp
ZTF21abfuynz,2,2021-06-10T06:28:19.997Z,2021-06-12T07:45:08.003Z,3,TOM,2021-06-12T15:32:54.529Z,2021-06-12T16:12:32.394Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfuynz
ZTF21abfmnms,3,2021-06-10T05:09:14.996Z,2021-06-12T05:24:13.003Z,3,TOM,2021-06-12T15:32:04.274Z,2021-06-12T16:12:22.607Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfmnms
ZTF21abfsoxx,3,2021-06-08T05:08:47.002Z,2021-06-12T05:07:15.003Z,3,TOM,2021-06-12T15:31:39.747Z,2021-06-12T16:12:18.250Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfsoxx
ZTF21aalntnb,3,2021-06-07T07:27:39.997Z,2021-06-07T07:27:39.997Z,3,TOM,2021-06-07T09:43:13.612Z,2021-06-12T16:12:15.310Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21aalntnb
ZTF21abfqisi,3,2021-06-09T09:49:21.999Z,2021-06-11T10:56:43.998Z,3,TOM,2021-06-11T16:06:02.759Z,2021-06-12T16:12:10.677Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfqisi
ZTF21abflhkz,3,2021-06-10T09:57:50.999Z,2021-06-12T10:27:43.997Z,6,TOM,2021-06-10T13:51:06.146Z,2021-06-12T16:12:07.115Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abflhkz
ZTF21abfqxtg,3,2021-06-11T09:34:21.996Z,2021-06-11T10:32:42.000Z,4,TOM,2021-06-11T14:25:55.139Z,2021-06-12T16:12:01.877Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abfqxtg
ZTF21abflmkk,3,2021-06-10T09:59:11.999Z,2021-06-12T10:28:25.003Z,5,TOM,2021-06-10T13:50:12.376Z,2021-06-12T16:11:58.826Z,SN Hunter 1.0.0,https://alerce.online/object/ZTF21abflmkk
