oid,host_id,z
ZTF19acykbce,SDSS J233620.68-044239.7,0.089
ZTF19acykctj,SDSS J002504.27-102227.3,0.175
ZTF19acykgqo,WISEA J205642.55+651819.8,
ZTF19acykibn,SDSS J235607.21+153345.3,0.093
ZTF19acykioq,SDSS J232535.02+085857.2,0.087
ZTF19acykiez,SDSS J234013.82+160922.1,0.101
ZTF19acykivs,SDSS J224415.88+184433.3,0.081
ZTF19acykiow,SDSS J225010.95+161957.6,0.101
ZTF19acykjcw,2MASX J23331704+3050264,0.0318
ZTF19acykjcg,WISEA J234050.68+330114.0,0.125428
ZTF19acykjey,SDSS J225031.32+300146.0,0.098
ZTF19acyklny,WISEA J003523.50+420053.8,
ZTF19acykmde,WISEA J014022.24+404921.7,
ZTF19acykvmi,SDSS J004722.34+263310.2,0.182
ZTF19acyksfd,SDSS J010107.43+080911.4,0.064
ZTF19acylgic,WISEA J051721.25+123102.3,
ZTF19acyncyx,SDSS J104004.23+450836.4,0.052116
ZTF19acynclu,SDSS J114731.90+070526.2,0.093
ZTF19acyncwv,SDSS J115747.60+405816.7,0.358
ZTF19acxqaot,SDSS J140151.65-102436.7,0.059
ZTF19acyndpl,WISEA J143310.82+060348.3,0.05524
ZTF19acyndrl,WISEA J152112.44+231127.2,
ZTF19acymzwh,UGC 09323,0.033169
ZTF19acyndsh,SBS 1526+574,0.071418
ZTF19acyndsy,WISEA J142744.32+610235.0,0.061989
ZTF19acykkoh,WISEA J230858.97+482223.7,
