oid,host_id,z
ZTF20aavcrkp,WISEA J145534.22-104127.4,
ZTF20aavcrnq,SDSS J151036.10-112339.6,0.106
ZTF20aauynal,GALEXASC J102331.26-104041.9,
ZTF18aarikzk,WISEA J150503.56+284855.6,0.056366
ZTF20aauyhmq,WISEA J100113.24-082339.8,
ZTF20aavczvj,SDSS J163356.19+442612.8,0.337
ZTF20aaumsrr,NGC 4277,0.007325
ZTF20aausdfu,SDSS J084114.89+051341.2,0.158
ZTF20aaurvkv,SDSS J080633.06+155215.7,0.134
ZTF20aauyhea,LCRS B110507.0-051604,0.05
ZTF20aauyhly,WISEA J103923.41-072026.5,
ZTF20aavdgoa,WISEA J183230.46+481221.0,
ZTF20aavdcxo,SDSS J195102.15+624329.1,0.072
ZTF20aavdcdi,GALEXASC J192313.45+750905.9,
ZTF20aauywbp,WISEA J071553.53+285352.7,
ZTF20aauzmce,WISEA J071440.82+454144.5,
ZTF20aaurknv,KUG 1638+323,0.057287
ZTF19aauwyyo,NGC 6091,0.022979
ZTF20aaurwhh,SDSS J071330.69+400120.5,0.150
ZTF20aavcstb,SDSS J145359.68+340302.7,0.188
ZTF20aauwsvq,WISEA J140803.93-035909.6,0.1337
ZTF20aavbjzq,SDSS J121443.91+072826.7,0.271
ZTF20aauzete,WISEA J105508.94-090505.6,
ZTF20aavbask,SDSS J124447.88-110355.2,0.064
ZTF20aavbrtx,WISEA J133042.18+053607.3,0.149074
ZTF20aavaszx,WISEA J125843.60-021708.9,0.082036
ZTF20aautwuu,WISEA J092045.73+764515.5,
ZTF20aauvbez,WISEA J102550.06+661847.0,
ZTF20aautwvg,SDSS J104341.65+790140.0,0.036
ZTF20aausrme,SDSS J070442.47+664344.2,0.078
ZTF20aaurzce,WISEA J083511.96+605015.1,0.027435
ZTF20aauyncn,WISEA J092242.96+020707.9,0.05638
ZTF20aausdxo,SDSS J083757.89+072128.8,0.345
ZTF20aaurwns,WISEA J070508.04+510146.1,
ZTF20aausgkr,SDSS J093926.07-030936.0,0.047
ZTF20aausumc,SDSS J084903.33+090745.2,0.116
ZTF20aaurwih,KUG 0743+518,0.067565
ZTF20aaurwth,SDSS J070256.16+660223.2,0.072
ZTF20aauzara,WISEA J071854.15+555354.6,
ZTF20aauvjeb,WISEA J132000.95+301948.2,0.133661
ZTF20aaurtnc,SDSS J085907.94-005456.0,0.141
ZTF20aauyjsi,SDSS J093107.39+063937.7,0.158
ZTF20aauvbjf,WISEA J104115.27+674934.3,
ZTF20aaurwes,WISEA J072622.16+361400.6,
ZTF20aauyluj,SDSS J101030.09-025742.7,1.045
ZTF20aavadpv,2MASS J09532923+7410258,
ZTF20aauyhzh,SDSS J094545.70-005652.5,0.120
ZTF20aauyfvi,SDSS J111554.26-031816.3,0.202
ZTF20aaurzcm,WISEA J081514.17+632122.8,
ZTF20aavdfyt,SDSS J173645.14+450317.9,0.135
